"","ï..CVE_FED","CVE_ENT","distrito","MI","Indigena","Complejidad","IND_002","IND_002_LI","IND_002_LS","IND_002_EE","IND_002_CV","IND_824","IND_824_LI","IND_824_LS","IND_824_EE","IND_824_CV","IND_047","IND_047_LI","IND_047_LS","IND_047_EE","IND_047_CV","IND_055","IND_055_LI","IND_055_LS","IND_055_EE","IND_055_CV","IND_141","IND_141_LI","IND_141_LS","IND_141_EE","IND_141_CV","IND_128","IND_128_LI","IND_128_LS","IND_128_EE","IND_128_CV","Ethnic","ANP_Cercana","dist_min","c_ANPCercana","c_distmin"
"176",1610,16,10,"","NO","Concentrados 1",8.124187065,7.241968923,9.103329836,0.564969213,6.954163024,12.75228151,11.69754271,13.88716682,0.665196575,5.216294626,758.8352812,669.0789285,848.591634,54.56422858,7.190523415,105360,92485.52943,118234.4706,7826.583115,7.428419813,14.5012364,13.11502723,16.00696959,0.878519238,6.058236781,0.051013422,0.028702612,0.09065091,0.017832739,34.95695543,85.44775018,49,2966.213561,49,20512.3839121099
"177",1611,16,11,"","NO","Dispersos 2",8.749450046,8.453406146,9.054836138,0.182786633,2.089121402,10.78216775,10.51268621,11.05770358,0.165652739,1.536358393,60.94433525,58.94243271,62.94623778,1.216986476,1.996882026,99254,96043.81566,102464.1843,1951.519046,1.966186799,40.19660148,38.85422981,41.55383314,0.820755426,2.041852782,0.121161958,0.09083881,0.161590986,0.02121266,17.50769023,59.68223656,110,2563.010191,49,67953.6432244985
"178",1612,16,12,"","NO","Dispersos 2",7.778541952,7.5056031,8.060541181,0.168653632,2.168190813,9.898907755,9.587962734,10.2187972,0.191728279,1.936862969,27.46829351,26.53173635,28.40485067,0.569347099,2.072742883,91991,89059.34822,94922.65178,1782.194944,1.937357942,31.14314157,29.85558416,32.46053015,0.791932421,2.542879046,0.131237644,0.096297145,0.178833276,0.02469345,18.81582834,68.72562079,110,0,146,75475.1384070002
"179",1701,17,1,"","NO","Concentrados 1",19.31362935,17.72366307,21.00980691,0.998559478,5.17023217,14.48891065,13.44795144,15.5959276,0.65257357,4.503951926,2006.482182,1802.879208,2210.085156,123.7523411,6.167627211,107606,96985.51055,118226.4894,6455.261457,5.998979106,20.38754946,17.73233223,23.32761628,1.700229354,8.339547412,0.438134867,0.286394443,0.669731962,0.113128517,25.82047806,79.17431567,42,0,63,14185.9963949305
"180",1702,17,2,"","NO","Concentrados 1",20.27932395,19.18196326,21.42282158,0.680994091,3.358070972,9.883443846,9.422342478,10.3645281,0.28627378,2.896498267,1782.043576,1675.991935,1888.095218,64.45946555,3.617165507,106539,100301.9301,112776.0699,3790.966258,3.558289695,25.48616867,24.07833837,26.94709707,0.871948779,3.421262685,0.623186904,0.519759937,0.74704024,0.068704046,11.02462931,73.89064443,42,10.21016855,42,23032.1076086756
"181",1703,17,3,"","NO","Concentrados 2",20.63145974,19.40832776,21.91071791,0.760478638,3.686014697,11.49792252,11.09588936,11.91257055,0.248168405,2.158376037,318.7090794,296.5426916,340.8754672,13.4729976,4.22736548,106433,99063.43057,113802.5694,4479.313101,4.208575443,27.18364292,25.77329203,28.64139063,0.871775644,3.206986077,0.242117805,0.17822997,0.328831262,0.045067909,18.61404174,72.57423928,90,0,90,26182.1272125847
"182",1704,17,4,"","NO","Concentrados 2",19.98438921,19.10814207,20.8904415,0.541640193,2.710316474,12.37564559,12.04609731,12.7129063,0.202636118,1.637378157,220.6968845,211.4068318,229.9869372,5.646605982,2.558534523,103923,99723.55608,108122.4439,2552.472614,2.456119063,28.53324222,27.02350679,30.09254227,0.932895278,3.269503238,0.507799666,0.416288834,0.619301796,0.06130136,12.0719576,70.95895811,90,0,90,22495.8251346445
"183",1705,17,5,"","NO","Concentrados 2",19.79119776,18.99590048,20.61131935,0.490925478,2.480524339,10.99613309,10.74658199,11.25074866,0.153212297,1.393328874,241.0184693,232.0729263,249.9640124,5.437208867,2.255930378,99483,95799.34197,103166.658,2238.971737,2.250607378,38.89624642,37.61835575,40.18957998,0.781572941,2.009378829,0.277345025,0.229931958,0.334502115,0.031596254,11.39239963,60.82640856,42,0,42,19832.638936303
"184",1801,18,1,"","NO","Dispersos 2",30.73900343,29.69740216,31.80061236,0.639226357,2.079528566,13.31412532,12.99856947,13.63614101,0.193746976,1.455198683,23.30149103,22.82281308,23.78016897,0.290935292,1.248569425,100564,98730.40586,102397.5941,1114.438738,1.108188554,33.54616395,32.39858957,34.71351331,0.703599571,2.097406942,0.028371295,0.016964578,0.04744407,0.008867064,31.25364652,66.42546476,15,0,73,45553.0511334875
"185",1802,18,2,"","NO","Concentrados 2",35.030185,33.14567496,36.96260122,1.16044067,3.312687815,9.987817966,8.848242099,11.25603736,0.730714293,7.316055376,254.6582345,234.0399694,275.2764995,12.53155907,4.920932205,117882,108404.5284,127359.4716,5760.304991,4.8865009,16.0764181,14.08851664,18.28511457,1.27435174,7.926838756,0.021270219,0.007859998,0.057546927,0.01286891,60.50200995,83.90231168,15,0,15,84249.8802829386
"186",1803,18,3,"","NO","Dispersos 1",34.23081157,32.94008685,35.54530421,0.791866531,2.313315095,9.575965351,9.234449232,9.928730099,0.210961069,2.203026657,36.15455542,34.80308377,37.50602707,0.821409891,2.271940234,114107,109756.7428,118457.2572,2644.039376,2.31715791,18.23178318,17.1337462,19.38372877,0.68368925,3.749985634,0.136538019,0.095671306,0.194827212,0.029510574,21.61344792,81.6316788,15,0,15,101415.425649506
"187",1901,19,1,"","NO","Concentrados 1",8.235954108,7.789806844,8.705241358,0.278142117,3.377169336,10.29741011,9.506252301,11.14630188,0.498181558,4.837930628,403.9404029,381.248585,426.6322208,13.79379327,3.414809009,113343,107126.6158,119559.3842,3778.785769,3.333938372,4.860307371,4.191948458,5.62896777,0.435505488,8.960451565,0.876340006,0.590626006,1.298462196,0.209868007,23.94823989,94.26335262,14,0,124,23944.7251096331
"188",1902,19,2,"","NO","Concentrados 1",9.419740662,8.533307542,10.38779807,0.563109932,5.977977018,4.820588748,4.283578992,5.421107657,0.345099653,7.158869414,2368.074274,2121.440144,2614.708404,149.9227703,6.330999493,128519,115353.4572,141684.5428,8003.006917,6.227100209,6.800291968,5.881112575,7.851149202,0.597286598,8.783249323,1.380006802,1.086771099,1.750963591,0.200078419,14.49836468,91.81970123,23,8609.245204,23,21730.7076587831
"189",1903,19,3,"","NO","Concentrados 1",8.263339574,7.504149482,9.091786805,0.48206359,5.833762317,5.004231258,4.201891821,5.950259246,0.529280127,10.57665204,2696.628564,2420.353494,2972.903634,167.9407626,6.227804781,109255,98404.17254,120105.8275,6595.948873,6.037205504,18.04454404,14.78134238,21.84349101,2.144208053,11.88286081,7.448905782,4.887441115,11.19480532,1.880368685,25.24355577,74.50655018,23,4908.190878,23,15564.7082684174
"190",1904,19,4,"","NO","Altamente concentrado 2",8.412826711,7.992915748,8.85267529,0.261240431,3.105263421,14.99947759,13.85273899,16.22326713,0.72024936,4.801829638,7198.965813,6832.148068,7565.783558,222.9794088,3.097381132,120914,115071.317,126756.683,3551.62207,2.937312528,2.118204298,1.712372121,2.617657111,0.273273095,12.90116799,0.464597917,0.321077573,0.671838868,0.104270568,22.44318464,97.41719779,23,12539.338,23,28419.82539406
"191",1905,19,5,"","NO","Altamente concentrado 2",6.466251418,5.631744132,7.414699375,0.540666326,8.361356393,8.903757854,7.980624088,9.922158419,0.589385358,6.619512428,8915.881917,7654.024503,10177.73933,767.0518231,8.603207515,77596,66697.13673,88494.86327,6625.148654,8.538002802,4.46381102,3.576795543,5.558119077,0.598248099,13.40218248,0.804434509,0.585928647,1.103521569,0.154803648,19.2437851,94.73175447,124,9235.618854,23,23429.0244429206
"192",1906,19,6,"","NO","Altamente concentrado 2",7.897952614,6.993988254,8.907563369,0.580667694,7.352129375,17.01159432,15.72661964,18.37866347,0.805875128,4.737211061,4511.26643,3947.517945,5075.014916,342.6887213,7.596286467,117959,103584.4636,132333.5364,8737.924128,7.407594273,4.611758537,3.77365846,5.625113157,0.559719213,12.13678489,0.735774208,0.528199335,1.02408325,0.148080446,20.12580004,94.65246726,124,2308.155545,23,20034.4684656417
"193",1907,19,7,"","NO","Dispersos 2",10.65882554,10.03355172,11.31816327,0.390315026,3.661895248,4.939900564,4.663886296,5.231353343,0.172399296,3.489934538,24.15192625,22.61634618,25.68750632,0.933441036,3.864872005,150912,141524.0887,160299.9113,5706.678424,3.781461,11.51317899,10.64827826,12.43855125,0.543859726,4.723801537,1.303330346,1.058871154,1.603312722,0.164357724,12.61059593,87.18349066,124,607.9277715,40,88724.9948598922
"194",1908,19,8,"","NO","Altamente concentrado 2",8.661210148,7.834536664,9.566057826,0.525724642,6.06987515,7.555969518,6.834770478,8.34645121,0.458937787,6.073843815,5321.622426,4785.658765,5857.586087,325.7990156,6.122174583,116780,105169.2814,128390.7186,7057.867862,6.043729973,8.038140687,7.02590673,9.181806763,0.65397568,8.135907366,1.37908171,1.004929006,1.889878636,0.264797339,19.20098984,90.5827776,23,2799.084049,23,12212.7801763473
"195",1909,19,9,"","NO","Muy dispersos 2",7.592551935,7.334975228,7.858406698,0.15906915,2.095068322,14.28553052,13.84442042,14.73829098,0.271664873,1.901678574,10.28501185,9.982064063,10.58795964,0.184154446,1.790512725,110803,107750.039,113855.961,1855.819259,1.67488178,2.750957677,2.401728104,3.149329287,0.226608275,8.237432264,0.04424995,0.029358891,0.066688834,0.011034447,24.93663232,97.20479237,14,0,14,68312.5862041997
"196",1910,19,10,"","NO","Concentrados 1",7.251991599,6.433143205,8.165971444,0.525807772,7.250529244,16.16172771,15.00256136,17.39213032,0.726104276,4.492739199,2050.794724,1802.790101,2298.799348,150.7558591,7.351094546,107008,93822.58854,120193.4115,8015.084584,7.490173243,4.054236046,3.356723346,4.889356111,0.463548455,11.43368194,0.757947132,0.513268242,1.117955603,0.179366962,23.66483818,95.18781682,124,0,23,5642.90109496206
"197",1911,19,11,"","NO","Altamente concentrado 2",7.486076776,6.797829647,8.23784663,0.437216169,5.840391202,14.42713633,13.2988149,15.63392661,0.709454693,4.917501832,5776.970681,5216.280126,6337.661236,340.8298815,5.89980286,106156,96123.19394,116188.8061,6098.693952,5.745029911,5.986170907,5.12242313,6.984842254,0.564364793,9.427809566,1.714807567,1.22187218,2.401770741,0.352350283,20.54751155,92.29902153,23,0,23,6236.76953688365
"198",1912,19,12,"","NO","Concentracion Media",9.653278911,9.191012745,10.13619979,0.287210919,2.975268011,4.548765682,4.212425768,4.910583829,0.212027842,4.661217067,259.3263208,246.6606405,271.992001,7.699152851,2.968905288,134297,127840.8886,140753.1114,3924.509967,2.922261828,6.668959935,6.04005534,7.358219413,0.400172328,6.000520805,0.800283286,0.66085194,0.968845957,0.093060827,11.62848569,92.53075678,23,0,23,26723.7245273938
"199",2001,20,1,"","SI","Dispersos 1",9.893925964,9.477964832,10.32606002,0.257748315,2.605116679,10.96031382,10.66197075,11.26595237,0.183578728,1.674940436,72.03033537,68.71120648,75.34946425,2.017815558,2.801341334,107847,102807.3785,112886.6215,3063.763747,2.840842812,58.6489378,56.85540241,60.41981915,1.083911514,1.848134945,2.39569005,2.005761995,2.859209915,0.258199174,10.77765355,38.95537215,142,18016.13539,142,106343.142308508
"200",2002,20,2,"","SI","Dispersos 2",9.874671393,9.60810909,10.14779882,0.164036504,1.661184437,12.80881842,12.62295245,12.99701408,0.113700879,0.887676558,49.32878734,47.96544683,50.69212785,0.828822798,1.680201041,102869,100124.2504,105613.7496,1668.630149,1.62209232,81.96806664,81.10941528,82.79596735,0.51262582,0.625396988,2.582334565,2.287517181,2.914015153,0.190019874,7.35845294,15.4495988,142,0,142,51506.5805627488
"201",2003,20,3,"*","NO","Dispersos 1",10.11278289,9.789996803,10.44497931,0.199073918,1.96853744,11.88643885,11.60958977,12.16898093,0.170029304,1.430447805,46.60650178,45.03698502,48.17601854,0.954164617,2.047277912,104953,101586.3942,108319.6058,2046.67843,1.95009045,56.80923282,55.62308703,57.98762071,0.718873093,1.265415949,4.089826149,3.485963769,4.793098762,0.395935716,9.68099135,39.10094103,142,0,142,57703.4734897609
"202",2004,20,4,"","SI","Dispersos 1",10.57983225,10.34754406,10.81670584,0.142603681,1.347882252,12.91722646,12.735639,13.10101433,0.11106069,0.859787437,46.85674999,45.85848961,47.85501037,0.606877705,1.295176692,111745,109442.7937,114047.2063,1399.592432,1.252487746,77.52146281,76.63334145,78.3853493,0.532563926,0.686989004,2.990261937,2.729628119,3.274944044,0.165557515,5.536555599,19.48827525,107,0,107,26305.7785871549
"203",2005,20,5,"*","SI","Dispersos 2",9.434764934,9.159226459,9.717705754,0.169744914,1.799143008,12.05948269,11.79520816,12.32885073,0.162203852,1.345031593,20.84374422,20.21453925,21.47294919,0.3825159,1.83515925,102386,99347.28111,105424.7189,1847.34443,1.804293975,71.66585195,70.54593654,72.75962787,0.672963322,0.939029264,1.555450488,1.37118638,1.764033672,0.119117517,7.658071941,26.77869756,47,8272.634179,107,85499.9858336316
"204",2006,20,6,"","SI","Dispersos 2",9.780313915,9.505868957,10.06180141,0.168972328,1.727677956,13.35757282,13.12757429,13.59097056,0.140854595,1.054492439,34.16459651,33.17506368,35.15412933,0.601571921,1.760804992,97772,95098.78697,100445.213,1625.140517,1.662173748,81.28800841,80.46544127,82.08365086,0.491863116,0.605086932,4.731596199,4.313967659,5.187462866,0.26521227,5.605133209,13.98039539,121,0,121,52533.5127589559
"205",2007,20,7,"*","SI","Dispersos 1",9.977194423,9.576888098,10.39231017,0.247822701,2.483891665,13.2377161,12.92785339,13.55384968,0.190275295,1.437372534,28.96228262,27.69459978,30.22996547,0.770669127,2.660940566,108561,104025.8126,113096.1874,2757.100434,2.539678553,61.88302634,59.52764826,64.18380321,1.416275935,2.288633925,2.3122935,1.99692303,2.676109844,0.205784662,8.899590904,35.80468016,131,0,139,113112.065354821
"206",2008,20,8,"","NO","Concentrados 1",9.745585121,9.220053369,10.29767362,0.327465052,3.360137411,11.6148686,10.91568859,12.35262313,0.436644864,3.759361203,1848.226746,1737.095906,1959.357585,67.56035854,3.655415046,102705,96327.84974,109082.1503,3876.894651,3.774786671,41.24786007,39.36709013,43.15453185,1.15179217,2.792368302,4.297713437,3.542544256,5.205176043,0.50283373,11.70002927,54.45442649,7,0,7,5678.64583202954
"207",2009,20,9,"","SI","Dispersos 2",9.858012661,9.601363735,10.12075387,0.157867306,1.601411071,9.948230241,9.790102225,10.10862611,0.096818597,0.973224329,42.94893371,41.81496181,44.08290562,0.689381531,1.605119084,98272,95770.47334,100773.5267,1520.766317,1.547507243,67.14294845,66.10987783,68.15969497,0.623150648,0.928095448,19.64540911,18.8860289,20.42763338,0.468588056,2.38522931,13.21164244,161,0,61,33551.6292084126
"208",2010,20,10,"","NO","Dispersos 2",10.74291645,10.40309589,11.09246309,0.209526167,1.950365787,10.41084578,10.20594014,10.61937881,0.125667446,1.207082001,44.64055475,43.13365079,46.1474587,0.916100081,2.052170019,106417,102953.6909,109880.3091,2105.467808,1.978507013,59.17793308,57.8200695,60.52192991,0.821470612,1.388136708,4.908660534,4.394009406,5.480135318,0.329613576,6.714939324,35.91340639,159,0,159,57894.8092537499
"209",2101,21,1,"","SI","Dispersos 1",6.530550182,6.241742223,6.831747682,0.179294989,2.745480604,11.2105386,10.92607531,11.50145167,0.174882706,1.55998487,139.829919,133.9696892,145.6901489,3.562573523,2.547790593,102555,98284.10203,106825.898,2596.380766,2.531695935,51.39402575,49.60840703,53.17609297,1.084900799,2.110947299,0.03574425,0.026503173,0.048205935,0.006499605,18.18363752,48.57023,112,0,112,31023.7204205591
"210",2102,21,2,"","SI","Dispersos 1",6.53127965,6.220724119,6.856205479,0.193106923,2.956647595,11.36565014,11.1305261,11.6050924,0.144244811,1.269129434,112.5504692,107.3555675,117.7453709,3.158104687,2.805945377,101178,96428.79567,105927.2043,2887.154618,2.853539918,58.19928668,56.07619565,60.29242262,1.282310527,2.203309697,0.033506492,0.025040026,0.044834331,0.0059326,17.70582317,41.76720683,112,0,112,38458.169035377
"211",2103,21,3,"","SI","Dispersos 1",6.667106509,6.341165689,7.008547256,0.202797722,3.041765146,9.967759661,9.723741979,10.21720792,0.14998614,1.504712645,228.1093985,217.1774989,239.041298,6.645762524,2.913410219,104515,99652.64292,109377.3571,2955.94287,2.828247496,60.44601567,58.42096136,62.43585898,1.220999699,2.019983758,0.065404609,0.046213306,0.092558231,0.013808594,21.11256952,39.48857972,28,26409.60788,28,57501.6629334208
"212",2104,21,4,"","SI","Dispersos 1",6.568028604,6.301144897,6.845390291,0.165395649,2.518193187,8.803871917,8.622542792,8.988639224,0.111274382,1.263925498,95.27396807,91.72793013,98.820006,2.15572106,2.26265485,92171,88845.47243,95496.52757,2021.667551,2.193387889,55.45197866,53.5332209,57.35462194,1.162119367,2.095722092,0.022212679,0.014486412,0.034058314,0.005771911,25.98476027,44.52580866,9,0,9,39140.4673577055
"213",2105,21,5,"*","NO","Concentrados 2",6.71995238,6.400300719,7.054365278,0.198754508,2.95767733,9.076676653,8.780870248,9.381423215,0.182524914,2.010922287,373.5072053,356.2200475,390.7943631,10.50927567,2.813674147,96748,92420.94262,101075.0574,2630.521415,2.718941389,23.21045192,21.72540685,24.76489117,0.923965441,3.980816249,0.052828878,0.037365211,0.074687433,0.011121413,21.05176849,76.7367192,55,0,55,15498.9575724162
"214",2106,21,6,"","NO","Concentrados 1",6.796189845,5.795769523,7.954713189,0.654286914,9.627260696,8.742537251,7.787513691,9.802230487,0.611553251,6.995146076,2734.611902,2283.965258,3185.258547,273.9588464,10.01819842,103322,86180.29084,120463.7092,10420.85396,10.08580356,32.21164511,28.43311405,36.23805458,2.37633772,7.377262825,0.224687477,0.129327922,0.390085476,0.075409006,33.56173083,67.56366741,70,0,70,14281.2368858095
"215",2107,21,7,"","NO","Concentrados 2",6.993097454,6.710744364,7.286402599,0.174943386,2.501658058,7.209153539,6.995362513,7.428956502,0.131782259,1.827985184,300.8186235,289.7467383,311.8905086,6.730863121,2.237515431,95257,91654.93346,98859.06654,2189.782186,2.29881498,26.17224082,24.74341796,27.65325399,0.884612684,3.379965401,0.038479726,0.022289894,0.066420917,0.012771266,33.18959719,73.78927945,70,0,70,24765.1716182283
"216",2108,21,8,"","NO","Dispersos 1",6.479876503,6.275677174,6.690245829,0.125997456,1.944442245,9.490263574,9.316191011,9.667241941,0.106702519,1.124336732,96.25462541,93.92658523,98.58266558,1.415271162,1.470340938,93156,90971.03637,95340.96363,1328.291516,1.425878651,27.02383573,25.72743806,28.36061442,0.8004944,2.962179049,0.063541938,0.049024864,0.082354215,0.010018454,15.76667981,72.91262233,83,0,83,31357.8125508646
"217",2109,21,9,"","NO","Altamente concentrado 2",6.593786914,5.597830609,7.752390311,0.652820803,9.900544432,12.21227103,11.17073177,13.3363418,0.657864947,5.386917352,5933.236396,4933.858734,6932.614057,607.5455229,10.23969858,115020,95334.16157,134705.8384,11967.49084,10.40470426,20.04213756,17.42706942,22.94059652,1.675593247,8.360351993,0.205525085,0.129959439,0.324885865,0.057244043,27.85258194,79.75233736,70,6576.48114,70,24466.1057969273
"218",2110,21,10,"","NO","Concentrados 1",7.392035155,6.826182847,8.000765666,0.356771022,4.82642486,7.829282948,7.491131368,8.181348829,0.20975452,2.679102555,1626.808471,1494.119996,1759.496946,80.66448965,4.958450309,117713,107316.5695,128109.4305,6320.238109,5.36919296,23.65867993,21.54242063,25.91416724,1.329117351,5.617884663,0.179822195,0.12951659,0.249618189,0.035864285,19.94430392,76.16149788,70,9453.320891,106,29277.9429415517
"219",2111,21,11,"","NO","Concentrados 1",6.450714011,5.228515744,7.934688992,0.818252004,12.68467339,6.550534381,5.947888016,7.209560908,0.383072615,5.847959771,1446.141057,1129.617825,1762.664289,192.4220242,13.30589594,106236,81009.34043,131462.6596,15335.88819,14.43567924,26.05437544,23.91724071,28.31141425,1.336114058,5.128175346,0.282456771,0.171811728,0.464024912,0.085311418,30.20335404,73.66316779,70,13084.1528,70,37139.7908846411
"220",2112,21,12,"","NO","Altamente concentrado 2",5.978764713,5.102201115,6.994822698,0.573502008,9.592316056,16.76522343,15.44528253,18.17372053,0.829127003,4.945517167,8534.192878,7157.035181,9911.350576,837.2070198,9.810031619,109128,91624.44187,126631.5581,10640.83058,9.750779429,18.37629432,16.09124928,20.90498522,1.462571556,7.959012466,0.223413399,0.160017007,0.311848061,0.045313329,20.2822789,81.40029228,70,11926.17964,70,28457.8359235657
"221",2113,21,13,"","NO","Concentracion Media",6.607225328,6.324981694,6.901135829,0.17508889,2.649960937,11.79635518,11.49317213,12.10644204,0.186400569,1.580153922,142.4679525,136.7772735,148.1586314,3.459499504,2.428265055,103561,99391.26917,107730.7308,2534.878851,2.447715695,32.2705058,30.92232304,33.6488356,0.828923434,2.568671959,0.060845159,0.040967969,0.090357817,0.014629232,24.04337859,67.66864904,55,0,88,53757.6081091877
"222",2114,21,14,"","NO","Dispersos 1",6.592749449,6.392957064,6.798332265,0.123204606,1.868789445,12.58006536,12.36511111,12.79821064,0.131642875,1.04644031,44.94780534,43.94466236,45.95094831,0.609834549,1.356761568,103997,101726.7149,106267.2851,1380.16045,1.327115638,31.65633552,30.6000028,32.73193499,0.648104405,2.047313418,0.124416337,0.1055602,0.146635788,0.012429674,9.990387265,68.21924814,142,0,121,82208.179286658
"223",2115,21,15,"","NO","Concentrados 2",7.098643304,6.465330321,7.788826718,0.401885922,5.661446906,8.670334112,8.239177471,9.121810305,0.268213953,3.09346733,210.9341699,190.3636424,231.5046973,12.50531441,5.928538944,109469,98273.52018,120664.4798,6805.999278,6.217284599,43.03105454,40.59809127,45.49814475,1.490598908,3.464007388,0.160993088,0.109700122,0.236212616,0.037534339,23.31425472,56.80795237,142,0,9,52178.8008982119
"224",2201,22,1,"","NO","Dispersos 2",16.80704013,16.02406017,17.62025105,0.484998351,2.885685686,9.314340757,9.071662512,9.562828196,0.149242058,1.60228256,45.77525523,44.24453596,47.30597451,0.93029123,2.032301568,81529,78869.06895,84188.93105,1616.567171,1.98281246,34.54420736,33.03391954,36.08633555,0.927800874,2.685836337,0.031524563,0.021996228,0.045178521,0.006894894,21.87149659,65.42426808,114,0,114,32156.1609748825
"225",2202,22,2,"","NO","Concentrados 2",18.55421876,17.46606122,19.69399318,0.676953283,3.648514074,8.67838521,8.159229791,9.227254635,0.324416243,3.738209758,259.8259739,244.8976246,274.7543233,9.072671085,3.491826066,97806,92311.75266,103300.2473,3339.116587,3.41402019,15.10137386,13.46405326,16.89892131,1.043050317,6.906989567,0.162610655,0.100098742,0.264058223,0.047934447,29.47804828,84.73601549,36,17248.79142,36,41576.1403529805
"226",2203,22,3,"","NO","Concentrados 2",21.92484983,19.71155101,24.31141575,1.397894999,6.375847542,6.253608109,5.727317225,6.824759491,0.333169369,5.327634269,785.9547072,693.0336899,878.8757244,56.47254133,7.18521574,120158,105661.244,134654.756,8810.371185,7.332321764,14.7139245,12.53400135,17.1984325,1.415403619,9.619484039,0.164462643,0.104253297,0.259354381,0.045549253,27.69580513,85.12161286,24,85.63080059,24,18746.5386750467
"227",2204,22,4,"","NO","Altamente concentrado 2",21.19441397,18.85998939,23.73326924,1.480877441,6.987111996,11.53578183,10.68401787,12.44598865,0.535159646,4.639127669,3839.566792,3333.62681,4345.506774,307.4838977,8.008296621,118853,103032.7646,134673.2354,9614.71284,8.089583637,14.09561109,12.03682682,16.44071506,1.336229191,9.479753534,0.139808019,0.075674847,0.258152567,0.052136993,37.29184722,85.76458089,36,0,24,3543.43374869169
"228",2205,22,5,"","NO","Concentracion Media",21.51947731,20.04435814,23.07182925,0.919986134,4.275132341,7.33049582,6.86803583,7.821480401,0.28958626,3.950432101,209.6413997,193.3895366,225.8932629,9.877033646,4.711394629,115250,105202.2563,125297.7437,6106.493838,5.298476215,20.2283385,18.49845922,22.07616893,1.087102712,5.37415721,0.067480229,0.04470705,0.101841943,0.016882297,25.01813899,79.70418127,36,0,36,14184.1794013821
"229",2301,23,1,"","NO","Concentracion Media",25.23718634,23.24845105,27.33545368,1.242116763,4.921771968,4.881884777,4.543893982,5.243635461,0.212464713,4.352104205,43.26168835,39.20981092,47.31356578,2.462245722,5.691515554,115931,104018.6455,127843.3545,7238.90205,6.244146993,41.79579472,39.41998073,44.21030062,1.456573596,3.484976432,0.491355106,0.349984356,0.689435295,0.101228166,20.60183459,57.71285017,80,0,80,31286.8894201228
"230",2302,23,2,"","SI","Dispersos 2",25.4691448,24.06598987,26.92510122,0.868826916,3.411292066,9.230588205,8.733407358,9.753048233,0.309712831,3.355288135,10.93922283,10.4555766,11.42286906,0.293902243,2.686683025,104048,99336.2185,108759.7815,2863.256365,2.751861031,58.2213971,56.65089685,59.77539945,0.949649244,1.631100061,0.459947442,0.371318905,0.569609403,0.059799878,13.00145907,41.31865546,143,0,143,66048.2020831503
"231",2303,23,3,"","NO","Altamente concentrado 2",22.62450701,20.06629409,25.40520447,1.622496001,7.171409302,5.138922822,4.548013547,5.801940423,0.380254614,7.399500383,9695.556381,8434.853661,10956.2591,766.1040925,7.901600098,98693,85539.57483,111846.4252,7993.076159,8.098929163,44.55538515,41.22192963,47.93855204,2.043818639,4.587141671,0.575177867,0.444418309,0.744122762,0.090085092,15.66212771,54.86943698,174,116.583353,31,11941.2244963672
"232",2304,23,4,"","NO","Concentrados 2",26.66916185,23.82750388,29.71750021,1.790794392,6.714850668,5.625115494,5.004336626,6.31777946,0.398386741,7.082285533,194.5670218,169.2350333,219.8990103,15.39374805,7.911797131,122528,106143.0341,138912.9659,9956.819474,8.126158489,33.69350787,30.4819284,37.06305892,2.00207972,5.94203408,0.719932876,0.569675867,0.909458993,0.102331545,14.21403973,65.58655925,174,0,71,26167.4135285159
"233",2401,24,1,"","NO","Muy dispersos 1",13.22309792,12.8157871,13.64132841,0.250900703,1.897442679,11.35928544,11.02905777,11.69810061,0.20333613,1.79004332,14.89672647,14.52913391,15.26431903,0.22345442,1.500023649,89337,87115.5631,91558.4369,1350.380682,1.511558125,7.174021927,6.674468862,7.707876198,0.313908145,4.375622877,0.026434415,0.015312472,0.045630897,0.008773189,33.18851376,92.79954366,96,0,96,98940.5984960962
"234",2402,24,2,"","NO","Concentracion Media",16.78602704,15.8698716,17.74391659,0.56953392,3.392904819,8.325698028,7.654353066,9.050154426,0.423924569,5.09176008,89.64372774,84.05220837,95.23524712,3.39900708,3.791684221,116308,108750.05,123865.95,4594.372999,3.950177975,6.855773825,5.913555785,7.935455348,0.612972316,8.94096467,0.026522641,0.014267733,0.0492984,0.009995397,37.68628192,93.11770353,126,0,181,14550.7730843287
"235",2403,24,3,"","NO","Dispersos 2",12.47282749,12.02009258,12.94010655,0.279603336,2.241699698,15.02762627,14.65308497,15.41001249,0.230054999,1.530880491,17.60975049,17.02205967,18.1974413,0.357249098,2.028700508,89571,86839.82629,92302.17371,1660.242621,1.853549275,13.18184366,12.44104798,13.95971703,0.461482937,3.500898272,0.012389783,0.007057327,0.021750518,0.004238691,34.21118296,86.80576656,114,0,126,52624.5864597368
"236",2404,24,4,"","NO","Dispersos 1",12.56253173,12.09794352,13.04231402,0.287004739,2.284609068,12.37892727,11.92294803,12.84980076,0.281680545,2.275484287,44.03717801,42.52039796,45.55395806,0.922029554,2.093752589,94660,91396.35515,97923.64485,1983.92444,2.095842426,37.7667847,36.24548401,39.31256481,0.932489424,2.46907284,0.05594168,0.036437562,0.085876898,0.014577247,26.0579363,62.17727362,114,0,93,19211.0548373256
